Date / Time,City,State,Shape,Duration,Summary,Posted
2/2/16 18:30,Lake Ozark,MO,Circle,4 seconds,"I saw what looked like a shooting star. However, since it just turned evening, I felt that was unlikely. It was moving very fast.",2/4/2016
2/2/16 18:00,Baltimore,MD,Triangle,60 seconds,"Backwards flying, triangle, no sound ship 3 lights",2/4/2016
2/2/16 15:00,Raleigh,NC,Sphere,5-10 seconds,Very shiny sphere-like object in the sky dropping/hovering slowly then GONE!,2/11/2016
2/2/16 13:00,West Orange,NJ,Light,25 minutes,White glowing light that drifted and eventually stay suspended.,2/4/2016
2/2/16 05:00,Atlantic City,NJ,Circle,5 seconds,"2 dull red circles went straight across my full ocean view from N towards SE, just after 5:00 am. (Sunrise wasn't until 7:01.)",2/4/2016
2/2/16 01:15,Boise,ID,Triangle,~1 minute,Dancing disc zig-zags through the sky.,3/4/2016
2/1/16 22:00,Granite Bay,CA,Other,5 minutes,"Cluster of color changing lights in sky, stationary, then moving slowly, then vanishing.",2/4/2016
2/1/16 22:00,Los Angeles,CA,Circle,30 minutes,Lights over Pacific Ocean,6/1/2016
2/1/16 21:55,Charleston,SC,Sphere,1 minute,Bright red light sphere moving silently and very low in the sky,2/4/2016
2/1/16 21:42,Rochester,NY,Light,15-30 seconds,"Yellow/orange bright light over Rochester, NY.",2/4/2016
2/1/16 19:30,Port Orange,FL,Fireball,5-10 minutes,"5 orange lights over Daytona, FL.",2/11/2016
2/1/16 18:30,Milwaukee,WI,Fireball,4 seconds,"Fireball, Lake Michigan, Milwaukee.",2/4/2016
2/1/16 18:30,Sun Prairie,WI,Light,3 seconds,"Low streaking light moving extremely quickly, on a downward trajectory. Flared green, and then disappeared.",2/4/2016
2/1/16 18:25,Lombard,IL,Disk,10 seconds,"Sighting in Lombard, IL.",2/4/2016
2/1/16 11:58,Kearns,UT,Teardrop,1 hour,11:58 go our for a smoke and spot a object in the west sky pull out my phone start recording and it's moving really fast I compare a pl,2/4/2016
2/1/16 11:58,Kearns,UT,Changing,1 hour,happened to catch a flickering object to the west of me.,2/4/2016
2/1/16 08:45,South Windsor,CT,Sphere,1 minute,"Very large craft hovering above me, complete silence, apprx 150 ft wide, one beam underneath and one round light on each side.",2/4/2016
2/1/16 08:00,Taunton,MA,Cross,seconds,"Strange looking object, not a bug.",6/3/2016
2/1/16 07:24,Tokyo (Japan),,Disk,~5 minutes,Four blue-ish-green disk-shaped objects hovered in the sky for a couple of minutes before gliding away towards the mountains,2/4/2016
2/1/16 06:38,Lupton City,TN,Disk,5 seconds,Captured a UFO on my phone after taking pictures of cloud formations at the river,2/4/2016
2/1/16 00:00,Paradise Valley,AZ,Disk,,"Blimp sized and shaped craft pulsating light spotted low in the clouds of Paradise Valley, AZ, that hit incredible speed.",2/4/2016
